文本内容,识别结果,风险原因
638,拒绝,屠杀:政治;政府:政治;政治:政治;蒋介石:政治;政治:政治;政府:政治;反动:政治
639,通过,NA
640,拒绝,插入:色情;风水:不良价值观
641,拒绝,性:色情;性:色情;民主:政治
642,拒绝,地方政府:政治;地方政府:政治
643,拒绝,中国特色:政治;社会主义:政治;社会主义:政治;中国特色:政治;社会主义:政治;中国特色:政治;中国梦:政治;社会主义:政治;中国梦:政治
644,通过,NA
645,拒绝,政府:政治;政府:政治
646,通过,NA
647,拒绝,一带一路:政治
648,通过,NA
649,拒绝,习平:政治
650,拒绝,秘书长:政治
651,拒绝,性:色情;性:色情
652,通过,NA
653,拒绝,政府:政治
654,拒绝,中国政府:政治;翻墙:暴恐违禁;vpn:暴恐违禁
655,拒绝,活体:政治
656,拒绝,暴力事件:政治
657,通过,NA
658,通过,NA
659,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治
660,拒绝,快感:色情
661,通过,NA
662,拒绝,暴力事件:政治;暴力事件:政治
663,拒绝,维权:政治
664,拒绝,二十大:政治
665,通过,NA
666,拒绝,政府:政治
667,通过,NA
668,拒绝,月经:色情;月经:色情
669,拒绝,中国特色:政治;社会主义:政治
670,通过,NA
671,拒绝,国务院:政治;政府:政治;政府:政治
672,通过,NA
673,通过,NA
674,通过,NA
675,拒绝,政治:政治
676,拒绝,党员:政治;党员:政治;党员:政治;政治:政治;政治觉悟:政治;党员:政治;党章:政治;党员:政治;党员:政治;党员:政治;习党:政治
677,通过,NA
678,拒绝,行房:色情
679,通过,NA
680,拒绝,法院:政治
681,拒绝,政府:政治;性:色情
682,通过,NA
683,通过,NA
684,拒绝,含着:色情
685,通过,NA
686,通过,NA
687,通过,NA
688,拒绝,中国共产党:政治;中国共产党:政治;共产党:政治;国民党:政治;政府:政治;共产党:政治;共产党:政治;毛泽东:政治;蒋介石:政治
689,通过,NA
690,通过,NA
691,拒绝,人民解放军:政治;中华人民共和国:政治
692,拒绝,地方政府:政治;公安机关:政治;公安机关:政治;公安机关:政治
693,通过,NA
694,拒绝,性:色情
695,通过,NA
696,通过,NA
697,拒绝,政府:政治
698,拒绝,杀死:暴恐违禁;真相:政治
699,拒绝,区政府:政治
700,拒绝,党员:政治
701,通过,NA
702,通过,NA
703,通过,NA
704,拒绝,政府:政治;政府:政治;政府:政治;政府:政治
705,拒绝,政府:政治;政府:政治;政府:政治
706,拒绝,中华人民共和国:政治;发情:色情
707,通过,NA
708,通过,NA
709,拒绝,性:色情
710,通过,NA
711,拒绝,政治:政治
712,拒绝,中国政府:政治
713,通过,NA
714,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;政府:政治
715,拒绝,政府:政治;政府:政治
716,拒绝,性奴:色情;多妻:色情;多妻:色情
717,通过,NA
718,拒绝,动乱:政治
719,通过,NA
720,拒绝,派出所:政治
721,拒绝,政府:政治
722,拒绝,政府:政治
723,拒绝,政府:政治;政府:政治
724,拒绝,政治:政治
725,通过,NA
726,通过,NA
727,拒绝,自杀:不良价值观;胸部:色情
728,拒绝,社会主义:政治
729,通过,NA
730,拒绝,性:色情
731,通过,NA
732,通过,NA
733,通过,NA
734,通过,NA
735,拒绝,公安局:政治;公安局:政治
736,拒绝,入联:政治;入联:政治
737,拒绝,中华人民共和国:政治
738,拒绝,发情:色情
739,拒绝,公安局:政治
740,通过,NA
741,拒绝,政治:政治
742,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;中国特色:政治;社会主义:政治
743,通过,NA
744,通过,NA
745,通过,NA
746,拒绝,宋庆龄:政治
747,拒绝,书记:政治;书记:政治;政治:政治;书记:政治;政治:政治;党员:政治;政治:政治;党员:政治;政治:政治;政治:政治;书记:政治;党员:政治;书记:政治;民主评议:政治;党员:政治;书记:政治;书记:政治
748,拒绝,政治:政治
749,通过,NA
750,通过,NA
751,拒绝,政府:政治
752,拒绝,一带一路:政治;一带一路:政治
753,拒绝,政府:政治
754,拒绝,政府:政治
755,通过,NA
756,拒绝,二十大:政治
757,通过,NA
758,拒绝,发情:色情
759,通过,NA
760,通过,NA
761,拒绝,党员:政治;领导干部:政治;党员意识:政治;广大党员:政治;党员干部:政治;党员:政治;党员干部:政治;党员:政治;领导干部:政治;政治:政治
762,拒绝,政府:政治
763,拒绝,公安机关:政治
764,通过,NA
765,拒绝,政府:政治
766,通过,NA
767,通过,NA
768,通过,NA
769,拒绝,马列主义:政治;政治:政治;马列主义:政治;政治家:政治;政治:政治;政治:政治;马列主义:政治;马列主义:政治
770,拒绝,中华人民共和国:政治
771,通过,NA
772,拒绝,性功能:色情;精液:色情;性功能:色情;睾丸:色情;精子:色情;补肾:色情
773,通过,NA
774,拒绝,自慰:色情
775,通过,NA
776,通过,NA
777,拒绝,中华人民共和国:政治;性:色情
778,拒绝,性:色情
779,通过,NA
780,拒绝,中华人民共和国:政治;地方政府:政治
781,通过,NA
782,拒绝,政府:政治
783,通过,NA
784,拒绝,中国人民银行:政治
785,通过,NA
786,拒绝,中国人民解放军:政治;解放军:政治;解放军:政治;解放军:政治;解放军:政治;解放军:政治;解放军:政治;国防部:政治
787,拒绝,跳楼:暴恐违禁;跳楼自杀:不良价值观
788,拒绝,政府:政治;外交部:政治
789,通过,NA
790,拒绝,政府:政治;国务院:政治;副书记:政治;党组书记:政治
791,通过,NA
792,通过,NA
793,拒绝,希特勒:政治;华盛顿邮报:政治;政府:政治;政治:政治;文革:政治;毛泽东:政治;民主:政治
794,拒绝,政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治
795,通过,NA
796,通过,NA
797,通过,NA
798,拒绝,政府:政治
799,拒绝,党委书记:政治;党员队伍:政治;政治:政治;党委书记:政治;政治素质:政治;党委书记:政治;党委书记:政治
800,拒绝,政治:政治;政治:政治
801,拒绝,政治:政治;真相:政治
802,通过,NA
803,拒绝,性:色情
804,拒绝,警察:暴恐违禁
805,拒绝,一带一路:政治
806,通过,NA
807,拒绝,政府:政治;中央军委:政治;国务院:政治;人民政府:政治
808,通过,NA
809,拒绝,教育部:政治
810,拒绝,习以为常:政治;性:色情;素人:色情
811,拒绝,政府:政治;政府:政治;腐败:政治;政府:政治
812,拒绝,人民政府:政治
813,通过,NA
814,通过,NA
815,通过,NA
816,拒绝,政治:政治;政治:政治;政治:政治
817,通过,NA
818,拒绝,政府:政治;政府:政治
819,通过,NA
820,拒绝,自杀:不良价值观
821,通过,NA
822,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
823,通过,NA
824,通过,NA
825,通过,NA
826,拒绝,反动:政治
827,拒绝,气枪:暴恐违禁
828,通过,NA
829,拒绝,麻黄素:暴恐违禁
830,通过,NA
831,通过,NA
832,通过,NA
833,通过,NA
834,拒绝,政府:政治
835,通过,NA
836,拒绝,党员:政治
837,拒绝,政治:政治;书记:政治
838,通过,NA
839,通过,NA
840,通过,NA
841,拒绝,社会主义:政治;中国梦:政治
842,拒绝,国家教育部:政治;中华人民共和国教育部:政治;中华人民共和国教育部:政治;中华人民共和国:政治
843,拒绝,社会主义:政治;中国梦:政治
844,拒绝,示威游行:政治;中国政府:政治;游行:政治;舆论:政治;抗议:政治;政治:政治
845,通过,NA
846,通过,NA
847,拒绝,政府:政治
848,通过,NA
849,拒绝,民政部:政治;民政部:政治
850,拒绝,中出:色情
851,拒绝,自杀:不良价值观
852,拒绝,性:色情
853,拒绝,跳楼自杀:不良价值观
854,拒绝,翻墙:暴恐违禁
855,拒绝,中国人民解放军总后勤部:政治;中国人民解放军:政治
856,拒绝,党员:政治;中国共产党:政治
857,通过,NA
858,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
859,通过,NA
860,通过,NA
861,拒绝,政府:政治
862,通过,NA
863,通过,NA
864,通过,NA
865,通过,NA
866,拒绝,公安局:政治;交警支队:政治;公安机关:政治;警察:暴恐违禁;公安机关:政治;警察:暴恐违禁;政治:政治;警察:暴恐违禁;公安民警:政治
867,拒绝,当地政府:政治
868,拒绝,政治责任:政治;反腐:政治
869,通过,NA
870,拒绝,地缘政治:政治;地缘政治:政治
871,拒绝,政府:政治;政府:政治;政府:政治
872,拒绝,情人:色情
873,拒绝,政府:政治
874,通过,NA
875,通过,NA
876,拒绝,国家统计局:政治;国家统计局:政治;统计局:政治
877,拒绝,市政府:政治;区政府:政治;人民法院:政治
878,通过,NA
879,拒绝,社会主义:政治
880,通过,NA
881,通过,NA
882,通过,NA
883,通过,NA
884,通过,NA
885,通过,NA
886,拒绝,乳房:色情;性:色情
887,拒绝,纽约时报:政治
888,拒绝,政治:政治
889,拒绝,公安机关:政治;公安机关:政治;派出所:政治;派出所:政治;派出所:政治
890,拒绝,中国共产党:政治;中华人民共和国:政治;共产党:政治;共产党:政治;国民党:政治;政府:政治;中共:政治;国民党:政治;毛泽东:政治;中共中央政治局:政治;军委:政治;中央红军:政治;中国共产党:政治;政治:政治;推翻:政治;腐败:政治;政治:政治;共产党:政治;国民党:政治
891,拒绝,政府:政治
892,拒绝,政府:政治;穆斯林:政治
893,拒绝,党员:政治;习近平:政治;中国特色:政治;社会主义:政治;党员干部:政治;党员干部:政治;政治:政治;党员:政治;中国特色:政治;社会主义:政治;腐败:政治;腐败:政治;反腐:政治;造反:政治;腐败:政治
894,通过,NA
895,拒绝,vpn:暴恐违禁;vpn:暴恐违禁;vpn:暴恐违禁
896,通过,NA
897,拒绝,性医:色情
898,拒绝,国家税务总局:政治;财政部:政治;国家税务总局:政治
899,通过,NA
900,通过,NA
901,拒绝,政治家:政治
902,拒绝,法院:政治;法院:政治;性:色情;政府:政治
903,拒绝,政治:政治;性:色情;政治:政治;民主:政治
904,通过,NA
905,通过,NA
906,拒绝,性:色情;地方政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
907,通过,NA
908,通过,NA
909,拒绝,政治:政治;重大事件:政治
910,拒绝,政治:政治
911,拒绝,政治:政治
912,通过,NA
913,通过,NA
914,拒绝,中华人民共和国:政治
915,拒绝,国家税务总局:政治;财政部:政治;政府:政治
916,通过,NA
917,拒绝,政府:政治;上门服务:色情
918,通过,NA
919,拒绝,维权:政治
920,拒绝,公安部:政治
921,拒绝,当地政府:政治;镇政府:政治
922,通过,NA
923,拒绝,中国共产党:政治
924,通过,NA
925,通过,NA
926,通过,NA
927,通过,NA
928,通过,NA
929,拒绝,政治:政治
930,通过,NA
931,拒绝,中国国防部:政治;领导人:政治;卧槽:谩骂
932,通过,NA
933,通过,NA
934,通过,NA
935,通过,NA
936,拒绝,中国共产党:政治;党员:政治;共产主义:政治
937,拒绝,政府:政治
938,拒绝,政府:政治
939,拒绝,维权:政治;维权:政治
940,通过,NA
941,拒绝,唐荆陵:政治;唐荆陵:政治;政治:政治;宪政:政治;宪政:政治;宪政:政治;唐荆陵:政治;中国特色:政治;社会主义:政治;民主:政治;民主:政治
942,拒绝,政府:政治;政府:政治
943,拒绝,党员:政治;政治素质:政治;中国特色:政治;社会主义:政治;习近平:政治;中国特色:政治;社会主义:政治;十九大:政治;中国共产党:政治;共产党员:政治;党员:政治;党员:政治;共产党员:政治;党员:政治;党员:政治;共产党员:政治;党员:政治
944,拒绝,政府:政治
945,拒绝,全国人民代表大会:政治;政治:政治;政府:政治;政府:政治
946,拒绝,政府:政治;政府:政治
947,通过,NA
948,通过,NA
949,拒绝,法论:政治
950,拒绝,党员:政治
951,拒绝,政府:政治
952,通过,NA
953,拒绝,性:色情;性:色情;孙中山:政治
954,拒绝,政府:政治;政府:政治;月经:色情;国务院:政治;公安:政治;国务院:政治;政府:政治;政府:政治;政治:政治
955,拒绝,政府:政治;性:色情
956,拒绝,省政府:政治
957,拒绝,插进:色情;气枪:暴恐违禁;气枪:暴恐违禁
958,通过,NA
959,拒绝,月经:色情;月经:色情;月经:色情;乳房:色情
960,拒绝,政府:政治;性:色情
961,通过,NA
962,拒绝,性:色情;性:色情
963,通过,NA
964,拒绝,政府:政治;政府:政治;政府:政治;贪污:政治;政府:政治;政府:政治;政府:政治
965,通过,NA
966,拒绝,政府:政治;政府:政治
967,拒绝,爱液:色情
968,通过,NA
969,通过,NA
970,拒绝,政府:政治
971,通过,NA
972,拒绝,中国特色:政治;社会主义:政治
973,通过,NA
974,拒绝,民主:政治
975,拒绝,政治:政治;政治:政治
976,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治;联邦政府:政治;政府:政治
977,拒绝,二十大:政治;中国特色:政治;中国梦:政治;习党:政治
978,通过,NA
979,通过,NA
980,拒绝,黄色:色情
981,通过,NA
982,通过,NA
983,通过,NA
984,通过,NA
985,通过,NA
986,拒绝,政治:政治
987,拒绝,党员干部:政治;党员干部:政治;高干:政治;高干:政治
988,拒绝,人民法院:政治;法院:政治
989,通过,NA
990,拒绝,政府:政治;政府:政治;中央政府:政治;地方政府:政治;政府:政治;政府:政治;政府:政治;国家财政部:政治;财政部:政治
991,通过,NA
992,拒绝,造爱:色情
993,通过,NA
994,通过,NA
995,拒绝,习近平:政治
996,通过,NA
997,通过,NA
998,拒绝,色情网站:色情;成人色情:色情;枪支:暴恐违禁;赌博:违规广告;赌博:违规广告
999,拒绝,宋庆龄:政治
1000,通过,NA
1001,拒绝,公安局:政治;公安局:政治
1002,拒绝,地方政府:政治
1003,拒绝,宋庆龄:政治
1004,拒绝,公务员:政治;公务员:政治
1005,通过,NA
1006,拒绝,性:色情;中国梦:政治
1007,通过,NA
1008,ERROR,ERROR
1009,拒绝,政府:政治
1010,拒绝,政府:政治
1011,拒绝,性运动:色情;性运动:色情;性运动:色情;性运动:色情
1012,拒绝,政府:政治;政府:政治;政府:政治
1013,通过,NA
1014,拒绝,李大钊:政治
1015,拒绝,老习:政治
1016,拒绝,政治:政治;中国共产党:政治;政治:政治;性事:色情
1017,通过,NA
1018,通过,NA
1019,拒绝,党员:政治
1020,通过,NA
1021,拒绝,政府:政治;求欢:色情
1022,拒绝,法院:政治
1023,拒绝,维权:政治;政府:政治;政府:政治;政府:政治
1024,拒绝,政府:政治
1025,通过,NA
1026,通过,NA
1027,拒绝,政府:政治
1028,拒绝,中华人民共和国:政治;中华人民共和国:政治
1029,通过,NA
1030,拒绝,新华社:政治;国务院:政治;中国共产党中央委员会:政治;中国官方:政治;国务院新闻办公室:政治;政治:政治;政治:政治
1031,拒绝,政府:政治
1032,拒绝,情人:色情;性生活:色情;情人:色情;中出:色情
1033,拒绝,中国特色:政治
1034,通过,NA
1035,拒绝,政治:政治;政治家:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治:政治;民主:政治;政治:政治;政治:政治
1036,拒绝,政治:政治;毛泽东:政治;领导人:政治;政治:政治;政府:政治;政治宣传:政治;政治:政治;民主:政治;民主:政治;政治:政治;政治:政治;政治:政治;政治:政治
1037,拒绝,当地政府:政治;政府:政治
1038,通过,NA
1039,通过,NA
1040,通过,NA
1041,通过,NA
1042,拒绝,地缘政治:政治;地缘政治:政治
1043,拒绝,政治:政治
1044,拒绝,政治:政治;民主:政治
1045,拒绝,唐荆陵:政治;唐荆陵:政治;政治:政治;宪政:政治;宪政:政治;宪政:政治;民主:政治;民主:政治
1046,通过,NA
1047,拒绝,中国共产党:政治
1048,拒绝,孙中山:政治;孙中山:政治;蒋介石:政治;朱德:政治;彭德怀:政治;林彪:政治;围攻:政治;蒋介石:政治;政治:政治;政治:政治;中国共产党:政治;中国共产党:政治;广州市政府:政治;政治:政治
